country,passengers_total,freight_total_tonnes,mail_total_tonnes,route,month_year_dt
Bahrain,197,48.2,1.74,Sydney-Bahrain,1986-05-01
Thailand,5715,254.645,0.758,Sydney-Bangkok,1986-05-01
China,779,15.008,0.006,Sydney-Beijing,1986-05-01
Yugoslavia,2093,52.186,1.332,Sydney-Belgrade,1986-05-01
India,1890,70.715,1.227,Sydney-Bombay,1986-05-01
New Zealand,13959,383.785,3.23,Sydney-Christchurch,1986-05-01
Sri Lanka,235,3.874,0.0,Sydney-Colombo,1986-05-01
Indonesia,6366,73.568,0.03,Sydney-Denpasar,1986-05-01
United Arab Emirates,126,74.985,0.0,Sydney-Dubai,1986-05-01
Germany,2513,295.737,12.107,Sydney-Frankfurt,1986-05-01
China,208,5.961,0.0,Sydney-Guangzhou,1986-05-01
Zimbabwe,1205,29.953,0.892,Sydney-Harare,1986-05-01
Hong Kong,18634,995.736,7.58,Sydney-Hong Kong,1986-05-01
Usa,12693,252.2,1.212,Sydney-Honolulu,1986-05-01
Usa,18,0.0,0.0,Sydney-Houston,1986-05-01
Indonesia,3148,301.44,0.786,Sydney-Jakarta,1986-05-01
South Africa,1717,56.9,0.0,Sydney-Johannesburg,1986-05-01
Malaysia,5338,227.75,4.765,Sydney-Kuala Lumpur,1986-05-01
Cyprus,40,0.026,0.0,Sydney-Larnaca,1986-05-01
Uk,10168,499.79,29.528,Sydney-London,1986-05-01
Usa,12674,967.873,0.005,Sydney-Los Angeles,1986-05-01
Uk,668,2.58,1.581,Sydney-Manchester,1986-05-01
Philippines,5635,271.238,1.312,Sydney-Manila,1986-05-01
Mauritius,256,21.883,0.0,Sydney-Mauritius,1986-05-01
Oman,183,19.8,0.0,Sydney-Muscat,1986-05-01
Fiji,11751,259.644,0.0,Sydney-Nadi,1986-05-01
Nauru,86,1.536,0.0,Sydney-Nauru,1986-05-01
New Caledonia,3465,117.072,0.824,Sydney-Noumea,1986-05-01
Tahiti,2117,63.271,1.241,Sydney-Papeete,1986-05-01
France,923,65.033,0.0,Sydney-Paris,1986-05-01
Papua New Guinea,3910,129.988,23.394,Sydney-Port Moresby,1986-05-01
Vanuatu,996,11.187,0.0,Sydney-Port Vila,1986-05-01
Italy,2612,182.558,4.066,Sydney-Rome,1986-05-01
Usa,5295,318.199,26.524,Sydney-San Francisco,1986-05-01
Singapore,24390,1350.726,9.494,Sydney-Singapore,1986-05-01
Japan,14355,996.594,27.118,Sydney-Tokyo,1986-05-01
Canada,2357,125.276,1.327,Sydney-Vancouver,1986-05-01
New Zealand,9458,390.887,8.334,Sydney-Wellington,1986-05-01
Yugoslavia,69,0.108,0.0,Sydney-Zagreb,1986-05-01
Greece,1,0.0,0.0,Townsville-Athens,1986-05-01
New Zealand,1098,14.946,0.0,Townsville-Auckland,1986-05-01
Thailand,6,0.0,0.0,Townsville-Bangkok,1986-05-01
Yugoslavia,5,0.0,0.0,Townsville-Belgrade,1986-05-01
Germany,32,0.0,0.0,Townsville-Frankfurt,1986-05-01
Uk,261,1.379,0.0,Townsville-London,1986-05-01
Uk,12,0.0,0.0,Townsville-Manchester,1986-05-01
Italy,44,0.0,0.0,Townsville-Rome,1986-05-01
Singapore,654,5.935,0.0,Townsville-Singapore,1986-05-01
United Arab Emirates,3,0.3,0.0,Adelaide-Abu Dhabi,1986-06-01
Netherlands,19,0.0,0.0,Adelaide-Amsterdam,1986-06-01
Greece,196,0.08,0.0,Adelaide-Athens,1986-06-01
New Zealand,2062,73.544,1.232,Adelaide-Auckland,1986-06-01
Bahrain,14,0.0,0.024,Adelaide-Bahrain,1986-06-01
Thailand,6,0.0,0.0,Adelaide-Bangkok,1986-06-01
Yugoslavia,31,0.0,0.01,Adelaide-Belgrade,1986-06-01
Germany,142,0.032,0.387,Adelaide-Frankfurt,1986-06-01
Usa,28,0.0,0.0,Adelaide-Honolulu,1986-06-01
Uk,2314,36.588,2.999,Adelaide-London,1986-06-01
Usa,3,0.0,0.0,Adelaide-Los Angeles,1986-06-01
Uk,125,0.0,0.0,Adelaide-Manchester,1986-06-01
Oman,16,0.7,0.0,Adelaide-Muscat,1986-06-01
Italy,296,0.019,0.0,Adelaide-Rome,1986-06-01
Usa,29,0.066,0.508,Adelaide-San Francisco,1986-06-01
Singapore,5556,260.466,0.345,Adelaide-Singapore,1986-06-01
Japan,57,3.253,0.084,Adelaide-Tokyo,1986-06-01
Yugoslavia,3,0.0,0.003,Adelaide-Zagreb,1986-06-01
United Arab Emirates,2,0.0,0.0,Brisbane-Abu Dhabi,1986-06-01
Netherlands,36,0.0,0.073,Brisbane-Amsterdam,1986-06-01
Greece,79,0.0,0.0,Brisbane-Athens,1986-06-01
New Zealand,14585,204.088,7.925,Brisbane-Auckland,1986-06-01
Bahrain,22,0.03,0.0,Brisbane-Bahrain,1986-06-01
Thailand,863,28.511,0.0,Brisbane-Bangkok,1986-06-01
Yugoslavia,12,0.0,0.0,Brisbane-Belgrade,1986-06-01
India,3,0.0,0.0,Brisbane-Bombay,1986-06-01
New Zealand,6584,100.049,0.179,Brisbane-Christchurch,1986-06-01
Germany,196,1.142,0.223,Brisbane-Frankfurt,1986-06-01
Hong Kong,3843,74.03,0.033,Brisbane-Hong Kong,1986-06-01
Solomon Islands,1078,14.996,0.0,Brisbane-Honiara,1986-06-01
Usa,668,13.762,0.225,Brisbane-Honolulu,1986-06-01
Indonesia,1,0.0,0.0,Brisbane-Jakarta,1986-06-01
Malaysia,6,0.0,0.0,Brisbane-Kuala Lumpur,1986-06-01
Cyprus,5,0.0,0.0,Brisbane-Larnaca,1986-06-01
Uk,3476,17.273,3.901,Brisbane-London,1986-06-01
Usa,604,2.265,0.0,Brisbane-Los Angeles,1986-06-01
Uk,176,0.0,0.0,Brisbane-Manchester,1986-06-01
Philippines,1385,45.972,0.085,Brisbane-Manila,1986-06-01
Oman,3,0.0,0.0,Brisbane-Muscat,1986-06-01
Fiji,1699,6.535,0.0,Brisbane-Nadi,1986-06-01
New Caledonia,559,1.327,0.0,Brisbane-Noumea,1986-06-01
Papua New Guinea,3224,84.029,3.197,Brisbane-Port Moresby,1986-06-01
Vanuatu,495,5.554,0.0,Brisbane-Port Vila,1986-06-01
Italy,146,0.055,0.0,Brisbane-Rome,1986-06-01
Usa,598,1.469,1.371,Brisbane-San Francisco,1986-06-01
Singapore,6153,349.608,0.531,Brisbane-Singapore,1986-06-01
Fiji,67,0.158,0.0,Brisbane-Suva,1986-06-01
Japan,1291,23.319,1.049,Brisbane-Tokyo,1986-06-01
Canada,348,0.346,0.422,Brisbane-Vancouver,1986-06-01
New Zealand,3109,42.206,0.91,Brisbane-Wellington,1986-06-01
Usa,579,4.847,0.0,Cairns-Honolulu,1986-06-01
Usa,790,0.024,0.0,Cairns-Los Angeles,1986-06-01
Papua New Guinea,2236,58.467,0.0,Cairns-Port Moresby,1986-06-01
Usa,826,0.0,0.0,Cairns-San Francisco,1986-06-01
Japan,268,0.742,0.0,Cairns-Tokyo,1986-06-01
Canada,198,0.203,0.0,Cairns-Vancouver,1986-06-01
Greece,41,0.0,0.0,Darwin-Athens,1986-06-01
New Zealand,9,0.0,0.0,Darwin-Auckland,1986-06-01
Brunei,434,17.112,0.0,Darwin-Bandar Seri Begawan,1986-06-01
Thailand,12,0.0,0.0,Darwin-Bangkok,1986-06-01
Yugoslavia,14,0.0,0.0,Darwin-Belgrade,1986-06-01
Indonesia,1107,2.094,0.0,Darwin-Denpasar,1986-06-01
Germany,38,0.0,0.0,Darwin-Frankfurt,1986-06-01
Indonesia,152,0.154,0.0,Darwin-Jakarta,1986-06-01
Indonesia,82,0.09,0.0,Darwin-Kupang,1986-06-01
Uk,323,1.383,0.129,Darwin-London,1986-06-01
Uk,10,0.0,0.0,Darwin-Manchester,1986-06-01
Italy,28,0.0,0.0,Darwin-Rome,1986-06-01
Singapore,1399,27.615,0.082,Darwin-Singapore,1986-06-01
Yugoslavia,1,0.0,0.0,Darwin-Zagreb,1986-06-01
New Zealand,697,15.723,0.041,Hobart-Auckland,1986-06-01
New Zealand,458,4.594,0.0,Hobart-Christchurch,1986-06-01
United Arab Emirates,57,76.6,0.0,Melbourne-Abu Dhabi,1986-06-01
Netherlands,1090,15.606,0.631,Melbourne-Amsterdam,1986-06-01
Greece,2729,8.806,2.664,Melbourne-Athens,1986-06-01
New Zealand,10924,746.236,8.386,Melbourne-Auckland,1986-06-01
Bahrain,141,65.322,1.425,Melbourne-Bahrain,1986-06-01
Thailand,4182,205.49,0.114,Melbourne-Bangkok,1986-06-01
China,223,11.925,0.0,Melbourne-Beijing,1986-06-01
Yugoslavia,2373,63.773,0.191,Melbourne-Belgrade,1986-06-01
India,179,7.009,0.547,Melbourne-Bombay,1986-06-01
New Zealand,5227,213.771,2.041,Melbourne-Christchurch,1986-06-01
Sri Lanka,204,5.027,0.0,Melbourne-Colombo,1986-06-01
Indonesia,4545,9.105,0.039,Melbourne-Denpasar,1986-06-01
United Arab Emirates,14,207.613,0.0,Melbourne-Dubai,1986-06-01
Germany,1903,533.691,12.207,Melbourne-Frankfurt,1986-06-01
Hong Kong,10580,517.535,5.788,Melbourne-Hong Kong,1986-06-01
Usa,3954,136.923,0.217,Melbourne-Honolulu,1986-06-01
Usa,1,0.0,0.0,Melbourne-Houston,1986-06-01
Indonesia,929,152.219,0.26,Melbourne-Jakarta,1986-06-01
Malaysia,3099,154.53,6.533,Melbourne-Kuala Lumpur,1986-06-01
Cyprus,50,0.0,0.0,Melbourne-Larnaca,1986-06-01
Uk,5860,195.165,15.856,Melbourne-London,1986-06-01
Usa,4351,504.692,0.0,Melbourne-Los Angeles,1986-06-01
Uk,395,0.431,2.254,Melbourne-Manchester,1986-06-01
Philippines,3028,138.146,0.121,Melbourne-Manila,1986-06-01
Oman,95,18.3,0.0,Melbourne-Muscat,1986-06-01
Fiji,4679,83.761,1.108,Melbourne-Nadi,1986-06-01
Nauru,160,14.157,0.0,Melbourne-Nauru,1986-06-01
New Caledonia,283,7.566,0.116,Melbourne-Noumea,1986-06-01
Tahiti,396,121.372,0.0,Melbourne-Papeete,1986-06-01
Italy,2876,79.333,2.72,Melbourne-Rome,1986-06-01
Usa,1622,197.338,14.916,Melbourne-San Francisco,1986-06-01
Singapore,13143,1121.061,4.077,Melbourne-Singapore,1986-06-01
Japan,575,110.172,5.149,Melbourne-Tokyo,1986-06-01
Canada,360,18.108,0.849,Melbourne-Vancouver,1986-06-01
New Zealand,2534,122.839,2.254,Melbourne-Wellington,1986-06-01
Yugoslavia,164,0.018,0.021,Melbourne-Zagreb,1986-06-01
New Zealand,1674,10.584,0.737,Norfolk Island-Auckland,1986-06-01
United Arab Emirates,1,0.5,0.0,Perth-Abu Dhabi,1986-06-01
Netherlands,29,0.0,0.0,Perth-Amsterdam,1986-06-01
Greece,97,0.14,0.0,Perth-Athens,1986-06-01
New Zealand,4626,114.132,0.0,Perth-Auckland,1986-06-01
Bahrain,51,11.833,0.101,Perth-Bahrain,1986-06-01
Thailand,1411,13.989,0.0,Perth-Bangkok,1986-06-01
Yugoslavia,146,0.0,0.018,Perth-Belgrade,1986-06-01
India,117,0.2,0.0,Perth-Bombay,1986-06-01
Indonesia,6058,38.883,0.101,Perth-Denpasar,1986-06-01
Germany,225,0.004,0.218,Perth-Frankfurt,1986-06-01
Zimbabwe,460,4.191,0.312,Perth-Harare,1986-06-01
Hong Kong,5613,91.363,0.021,Perth-Hong Kong,1986-06-01
Usa,115,0.0,0.003,Perth-Honolulu,1986-06-01
Indonesia,819,86.786,0.0,Perth-Jakarta,1986-06-01
South Africa,582,7.056,0.0,Perth-Johannesburg,1986-06-01
Malaysia,3481,213.071,1.189,Perth-Kuala Lumpur,1986-06-01
Cyprus,6,0.0,0.0,Perth-Larnaca,1986-06-01
Uk,4863,23.075,6.352,Perth-London,1986-06-01
Usa,16,0.0,0.0,Perth-Los Angeles,1986-06-01
Uk,161,0.11,0.0,Perth-Manchester,1986-06-01
Mauritius,111,0.661,0.0,Perth-Mauritius,1986-06-01
Oman,19,3.3,0.0,Perth-Muscat,1986-06-01
Italy,423,0.388,0.0,Perth-Rome,1986-06-01
Usa,186,0.0,2.275,Perth-San Francisco,1986-06-01
Singapore,15980,938.896,2.777,Perth-Singapore,1986-06-01
Japan,254,50.866,0.35,Perth-Tokyo,1986-06-01
Yugoslavia,26,0.0,0.007,Perth-Zagreb,1986-06-01
Indonesia,347,0.0,0.0,Port Hedland-Denpasar,1986-06-01
Indonesia,7,0.0,0.0,Port Hedland-Jakarta,1986-06-01
United Arab Emirates,372,113.0,0.0,Sydney-Abu Dhabi,1986-06-01
Netherlands,959,30.065,0.914,Sydney-Amsterdam,1986-06-01
Western Samoa,430,3.669,0.0,Sydney-Apia,1986-06-01
Greece,2861,21.779,2.735,Sydney-Athens,1986-06-01
New Zealand,41162,1953.06,45.212,Sydney-Auckland,1986-06-01
Bahrain,296,26.187,1.625,Sydney-Bahrain,1986-06-01
Thailand,5032,218.594,0.758,Sydney-Bangkok,1986-06-01
China,678,20.82,0.004,Sydney-Beijing,1986-06-01
Yugoslavia,2519,54.18,1.009,Sydney-Belgrade,1986-06-01
India,1617,43.308,1.438,Sydney-Bombay,1986-06-01
New Zealand,9817,372.366,2.732,Sydney-Christchurch,1986-06-01
Sri Lanka,124,2.609,0.0,Sydney-Colombo,1986-06-01
Indonesia,5051,55.145,0.088,Sydney-Denpasar,1986-06-01
United Arab Emirates,134,59.177,0.0,Sydney-Dubai,1986-06-01
Germany,2314,262.84,11.754,Sydney-Frankfurt,1986-06-01
Zimbabwe,884,18.596,0.713,Sydney-Harare,1986-06-01
Hong Kong,18713,887.722,6.681,Sydney-Hong Kong,1986-06-01
Usa,11748,269.729,1.331,Sydney-Honolulu,1986-06-01
Usa,10,0.0,0.0,Sydney-Houston,1986-06-01
Indonesia,3836,244.599,0.903,Sydney-Jakarta,1986-06-01
South Africa,1235,44.704,0.0,Sydney-Johannesburg,1986-06-01
Malaysia,3523,127.264,8.602,Sydney-Kuala Lumpur,1986-06-01
Cyprus,31,0.0,0.0,Sydney-Larnaca,1986-06-01
Uk,9922,544.84,27.973,Sydney-London,1986-06-01
Usa,11990,1055.793,0.0,Sydney-Los Angeles,1986-06-01
Uk,604,0.777,1.618,Sydney-Manchester,1986-06-01
Philippines,4973,261.83,1.235,Sydney-Manila,1986-06-01
Mauritius,221,8.394,0.0,Sydney-Mauritius,1986-06-01
Oman,204,20.0,0.0,Sydney-Muscat,1986-06-01
Fiji,8529,209.332,0.0,Sydney-Nadi,1986-06-01
Nauru,85,3.032,0.0,Sydney-Nauru,1986-06-01
New Caledonia,2469,88.114,1.37,Sydney-Noumea,1986-06-01
Tahiti,1906,122.998,1.504,Sydney-Papeete,1986-06-01
France,699,43.625,0.0,Sydney-Paris,1986-06-01
Papua New Guinea,3539,139.688,24.713,Sydney-Port Moresby,1986-06-01
Vanuatu,492,3.3,0.0,Sydney-Port Vila,1986-06-01
Italy,2816,185.474,4.747,Sydney-Rome,1986-06-01
Usa,5133,388.776,24.316,Sydney-San Francisco,1986-06-01
Singapore,22230,1183.342,10.236,Sydney-Singapore,1986-06-01
Japan,13917,1195.674,26.618,Sydney-Tokyo,1986-06-01
Canada,224,6.955,0.0,Sydney-Toronto,1986-06-01
Canada,2328,117.1,1.245,Sydney-Vancouver,1986-06-01
New Zealand,8592,425.433,6.777,Sydney-Wellington,1986-06-01
Yugoslavia,102,0.008,0.057,Sydney-Zagreb,1986-06-01
Greece,11,0.0,0.0,Townsville-Athens,1986-06-01
New Zealand,1824,36.47,0.0,Townsville-Auckland,1986-06-01
Bahrain,2,0.0,0.0,Townsville-Bahrain,1986-06-01
Yugoslavia,4,0.0,0.0,Townsville-Belgrade,1986-06-01
Germany,30,0.0,0.0,Townsville-Frankfurt,1986-06-01
Uk,289,0.004,0.0,Townsville-London,1986-06-01
Uk,38,0.0,0.0,Townsville-Manchester,1986-06-01
Italy,48,0.0,0.0,Townsville-Rome,1986-06-01
Singapore,672,37.966,0.0,Townsville-Singapore,1986-06-01
United Arab Emirates,17,0.0,0.0,Adelaide-Abu Dhabi,1986-07-01
Netherlands,16,0.0,0.0,Adelaide-Amsterdam,1986-07-01
Greece,203,0.127,0.0,Adelaide-Athens,1986-07-01
New Zealand,1712,94.529,1.576,Adelaide-Auckland,1986-07-01
Bahrain,10,0.002,0.024,Adelaide-Bahrain,1986-07-01
Thailand,9,2.587,0.0,Adelaide-Bangkok,1986-07-01
Yugoslavia,39,0.0,0.01,Adelaide-Belgrade,1986-07-01
Germany,118,0.02,0.459,Adelaide-Frankfurt,1986-07-01
Usa,115,0.0,0.0,Adelaide-Honolulu,1986-07-01
Cyprus,4,0.0,0.0,Adelaide-Larnaca,1986-07-01
Uk,2605,50.393,3.365,Adelaide-London,1986-07-01
Usa,10,1.793,0.0,Adelaide-Los Angeles,1986-07-01
Uk,112,0.0,0.0,Adelaide-Manchester,1986-07-01
Oman,11,0.1,0.0,Adelaide-Muscat,1986-07-01
Fiji,221,0.012,0.0,Adelaide-Nadi,1986-07-01
Italy,292,0.003,0.0,Adelaide-Rome,1986-07-01
Usa,174,0.0,0.505,Adelaide-San Francisco,1986-07-01
Singapore,5195,157.65,0.442,Adelaide-Singapore,1986-07-01
Japan,64,4.957,0.114,Adelaide-Tokyo,1986-07-01
Yugoslavia,17,0.017,0.006,Adelaide-Zagreb,1986-07-01
United Arab Emirates,5,0.0,0.0,Brisbane-Abu Dhabi,1986-07-01
Netherlands,41,0.0,0.068,Brisbane-Amsterdam,1986-07-01
Greece,78,0.0,0.0,Brisbane-Athens,1986-07-01
New Zealand,15607,323.945,7.434,Brisbane-Auckland,1986-07-01
Bahrain,23,0.113,0.0,Brisbane-Bahrain,1986-07-01
Thailand,772,29.9,0.0,Brisbane-Bangkok,1986-07-01
Yugoslavia,18,0.0,0.0,Brisbane-Belgrade,1986-07-01
India,0,0.1,0.0,Brisbane-Bombay,1986-07-01
New Zealand,6574,113.322,0.289,Brisbane-Christchurch,1986-07-01
Germany,286,0.013,0.264,Brisbane-Frankfurt,1986-07-01
Hong Kong,4120,61.912,0.054,Brisbane-Hong Kong,1986-07-01
Solomon Islands,1046,19.548,0.0,Brisbane-Honiara,1986-07-01
Usa,824,17.368,0.0,Brisbane-Honolulu,1986-07-01
Cyprus,2,0.0,0.0,Brisbane-Larnaca,1986-07-01
Uk,4152,24.391,4.42,Brisbane-London,1986-07-01
Usa,582,2.858,0.0,Brisbane-Los Angeles,1986-07-01
Uk,178,0.0,0.0,Brisbane-Manchester,1986-07-01
Philippines,1206,34.38,0.096,Brisbane-Manila,1986-07-01
Oman,15,0.0,0.0,Brisbane-Muscat,1986-07-01
Fiji,1295,8.318,0.0,Brisbane-Nadi,1986-07-01
New Caledonia,411,1.599,0.0,Brisbane-Noumea,1986-07-01
Papua New Guinea,3518,88.185,3.547,Brisbane-Port Moresby,1986-07-01
Vanuatu,258,0.665,0.11,Brisbane-Port Vila,1986-07-01
Italy,157,0.0,0.0,Brisbane-Rome,1986-07-01
Usa,771,1.75,1.953,Brisbane-San Francisco,1986-07-01
Singapore,6570,384.08,0.558,Brisbane-Singapore,1986-07-01
Fiji,101,1.702,0.0,Brisbane-Suva,1986-07-01
Japan,892,55.929,0.627,Brisbane-Tokyo,1986-07-01
Canada,422,0.145,0.277,Brisbane-Vancouver,1986-07-01
New Zealand,3057,53.767,0.997,Brisbane-Wellington,1986-07-01
Yugoslavia,5,0.0,0.0,Brisbane-Zagreb,1986-07-01
Usa,995,3.689,0.0,Cairns-Honolulu,1986-07-01
Usa,993,0.239,0.0,Cairns-Los Angeles,1986-07-01
Papua New Guinea,2456,53.113,0.0,Cairns-Port Moresby,1986-07-01
Usa,1093,0.0,0.0,Cairns-San Francisco,1986-07-01
Japan,723,6.179,0.0,Cairns-Tokyo,1986-07-01
Canada,396,0.081,0.0,Cairns-Vancouver,1986-07-01
Greece,22,0.048,0.0,Darwin-Athens,1986-07-01
Bahrain,3,0.0,0.0,Darwin-Bahrain,1986-07-01
Brunei,506,16.973,0.0,Darwin-Bandar Seri Begawan,1986-07-01
Thailand,21,0.0,0.0,Darwin-Bangkok,1986-07-01
Yugoslavia,9,0.0,0.0,Darwin-Belgrade,1986-07-01
Indonesia,1839,1.436,0.0,Darwin-Denpasar,1986-07-01
Germany,99,0.089,0.0,Darwin-Frankfurt,1986-07-01
Indonesia,144,0.109,0.0,Darwin-Jakarta,1986-07-01
Indonesia,233,0.39,0.0,Darwin-Kupang,1986-07-01
Cyprus,6,0.0,0.0,Darwin-Larnaca,1986-07-01
Uk,407,0.993,0.161,Darwin-London,1986-07-01
Uk,9,0.0,0.0,Darwin-Manchester,1986-07-01
Italy,66,0.024,0.0,Darwin-Rome,1986-07-01
Singapore,2606,125.86,0.1,Darwin-Singapore,1986-07-01
New Zealand,265,15.744,0.036,Hobart-Auckland,1986-07-01
New Zealand,605,5.856,0.0,Hobart-Christchurch,1986-07-01
United Arab Emirates,115,79.0,0.0,Melbourne-Abu Dhabi,1986-07-01
Netherlands,1093,18.447,0.781,Melbourne-Amsterdam,1986-07-01
Greece,3371,23.195,3.056,Melbourne-Athens,1986-07-01
New Zealand,10821,786.039,9.214,Melbourne-Auckland,1986-07-01
Bahrain,158,26.293,1.468,Melbourne-Bahrain,1986-07-01
Thailand,3933,205.621,0.187,Melbourne-Bangkok,1986-07-01
China,181,7.322,0.0,Melbourne-Beijing,1986-07-01
Yugoslavia,2415,54.795,0.146,Melbourne-Belgrade,1986-07-01
India,194,20.525,0.639,Melbourne-Bombay,1986-07-01
New Zealand,6248,191.598,3.022,Melbourne-Christchurch,1986-07-01
Sri Lanka,145,1.954,0.0,Melbourne-Colombo,1986-07-01
Indonesia,5176,2.007,0.0,Melbourne-Denpasar,1986-07-01
United Arab Emirates,41,191.163,0.0,Melbourne-Dubai,1986-07-01
Germany,2069,533.383,16.176,Melbourne-Frankfurt,1986-07-01
Hong Kong,8993,699.891,7.524,Melbourne-Hong Kong,1986-07-01
Usa,4965,112.83,0.239,Melbourne-Honolulu,1986-07-01
Usa,4,0.0,0.0,Melbourne-Houston,1986-07-01
Indonesia,757,148.646,0.667,Melbourne-Jakarta,1986-07-01
Malaysia,3625,220.769,5.448,Melbourne-Kuala Lumpur,1986-07-01
Cyprus,73,0.0,0.0,Melbourne-Larnaca,1986-07-01
Uk,6791,210.178,21.974,Melbourne-London,1986-07-01
Usa,4200,401.12,0.0,Melbourne-Los Angeles,1986-07-01
Uk,405,0.291,2.382,Melbourne-Manchester,1986-07-01
Philippines,2690,161.938,0.198,Melbourne-Manila,1986-07-01
Oman,140,26.6,0.0,Melbourne-Muscat,1986-07-01
Fiji,9639,88.586,1.417,Melbourne-Nadi,1986-07-01
Nauru,178,11.984,0.0,Melbourne-Nauru,1986-07-01
New Caledonia,296,4.318,0.029,Melbourne-Noumea,1986-07-01
Tahiti,401,74.914,0.0,Melbourne-Papeete,1986-07-01
Italy,3517,87.475,3.162,Melbourne-Rome,1986-07-01
Usa,1707,181.996,21.362,Melbourne-San Francisco,1986-07-01
Singapore,13437,790.021,4.867,Melbourne-Singapore,1986-07-01
Japan,453,149.152,5.652,Melbourne-Tokyo,1986-07-01
Canada,411,22.85,1.787,Melbourne-Vancouver,1986-07-01
New Zealand,2832,116.09,2.42,Melbourne-Wellington,1986-07-01
Yugoslavia,189,0.057,0.093,Melbourne-Zagreb,1986-07-01
New Zealand,1494,9.215,0.0,Norfolk Island-Auckland,1986-07-01
United Arab Emirates,15,0.1,0.0,Perth-Abu Dhabi,1986-07-01
Netherlands,32,0.0,0.0,Perth-Amsterdam,1986-07-01
Greece,100,0.0,0.0,Perth-Athens,1986-07-01
New Zealand,4820,87.914,0.0,Perth-Auckland,1986-07-01
Bahrain,70,21.082,0.077,Perth-Bahrain,1986-07-01
Thailand,1562,16.724,0.0,Perth-Bangkok,1986-07-01
Yugoslavia,222,0.474,0.014,Perth-Belgrade,1986-07-01
India,98,2.3,0.0,Perth-Bombay,1986-07-01
Indonesia,6236,13.809,0.064,Perth-Denpasar,1986-07-01
Germany,289,0.043,0.213,Perth-Frankfurt,1986-07-01
Zimbabwe,520,10.944,0.413,Perth-Harare,1986-07-01
Hong Kong,4910,149.529,0.017,Perth-Hong Kong,1986-07-01
Usa,188,0.0,0.001,Perth-Honolulu,1986-07-01
Indonesia,509,100.69,0.0,Perth-Jakarta,1986-07-01
South Africa,544,10.241,0.913,Perth-Johannesburg,1986-07-01
Malaysia,3862,282.615,1.431,Perth-Kuala Lumpur,1986-07-01
Cyprus,7,0.0,0.0,Perth-Larnaca,1986-07-01
Uk,5902,28.569,6.848,Perth-London,1986-07-01
Usa,39,0.0,0.0,Perth-Los Angeles,1986-07-01
Uk,197,0.11,0.0,Perth-Manchester,1986-07-01
Mauritius,126,0.536,0.273,Perth-Mauritius,1986-07-01
Oman,21,1.7,0.0,Perth-Muscat,1986-07-01
Italy,590,0.16,0.0,Perth-Rome,1986-07-01
Usa,366,0.0,2.991,Perth-San Francisco,1986-07-01
Singapore,14437,951.988,2.961,Perth-Singapore,1986-07-01
Japan,633,18.262,0.559,Perth-Tokyo,1986-07-01
Yugoslavia,25,0.0,0.018,Perth-Zagreb,1986-07-01
Indonesia,425,0.0,0.0,Port Hedland-Denpasar,1986-07-01
Indonesia,6,0.0,0.0,Port Hedland-Jakarta,1986-07-01
United Arab Emirates,559,94.5,0.0,Sydney-Abu Dhabi,1986-07-01
Netherlands,1115,31.613,1.417,Sydney-Amsterdam,1986-07-01
Western Samoa,490,1.932,0.0,Sydney-Apia,1986-07-01
Greece,3534,35.878,2.241,Sydney-Athens,1986-07-01
New Zealand,49240,2023.649,54.688,Sydney-Auckland,1986-07-01
Bahrain,441,22.037,2.059,Sydney-Bahrain,1986-07-01
Thailand,5331,210.469,0.903,Sydney-Bangkok,1986-07-01
China,484,35.787,0.004,Sydney-Beijing,1986-07-01
Yugoslavia,2684,71.577,1.484,Sydney-Belgrade,1986-07-01
India,1865,49.748,2.542,Sydney-Bombay,1986-07-01
New Zealand,13643,384.043,2.971,Sydney-Christchurch,1986-07-01
Sri Lanka,139,2.426,0.0,Sydney-Colombo,1986-07-01
Indonesia,5186,60.185,0.037,Sydney-Denpasar,1986-07-01
Usa,6,0.0,0.0,Sydney-Denver,1986-07-01
United Arab Emirates,107,40.874,0.0,Sydney-Dubai,1986-07-01
Germany,2737,249.443,14.518,Sydney-Frankfurt,1986-07-01
Zimbabwe,921,22.31,0.997,Sydney-Harare,1986-07-01
Hong Kong,19178,1097.684,8.95,Sydney-Hong Kong,1986-07-01
Usa,13502,215.626,0.676,Sydney-Honolulu,1986-07-01
Usa,6,0.0,0.0,Sydney-Houston,1986-07-01
Indonesia,3464,224.933,0.787,Sydney-Jakarta,1986-07-01
South Africa,1369,60.158,5.021,Sydney-Johannesburg,1986-07-01
Malaysia,5201,231.482,5.515,Sydney-Kuala Lumpur,1986-07-01
Cyprus,73,0.0,0.0,Sydney-Larnaca,1986-07-01
Uk,11646,558.462,30.734,Sydney-London,1986-07-01
Usa,12264,918.47,0.005,Sydney-Los Angeles,1986-07-01
Uk,645,2.16,1.737,Sydney-Manchester,1986-07-01
Philippines,4726,281.027,1.498,Sydney-Manila,1986-07-01
Mauritius,201,5.768,0.647,Sydney-Mauritius,1986-07-01
Oman,335,24.3,0.0,Sydney-Muscat,1986-07-01
Fiji,10752,264.5,0.0,Sydney-Nadi,1986-07-01
Nauru,68,2.261,0.0,Sydney-Nauru,1986-07-01
New Caledonia,2748,101.885,0.704,Sydney-Noumea,1986-07-01
Tahiti,2490,67.418,1.604,Sydney-Papeete,1986-07-01
France,685,51.509,0.0,Sydney-Paris,1986-07-01
